id,uuid,name,description,plan_type_id,plan_status_id,price,display_order,yearly_plan_id,minimum_charge,includes_studio_management,currency_code,created,created_by,last_updated,last_updated_user_id
281,5a5d4f5a-4394-40e0-98ad-5145162455ee,"BF CAD 5,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,240.000,151,,,1,CAD,2020-09-30 13:05:14.000000,66651,,
240,9435fe72-f498-4f47-a048-dcd241ee7286,"400,000 Monthly Plan","400,000 Monthly Plan for volume photographers",1,2,200.000,115,,,1,USD,2018-08-14 19:12:42.000000,27817,2019-02-05 19:45:33.000000,27817
30,8e12ddee-a47c-4f77-93da-422bd5a72c9a,"FotoVelocity - Admin (15,000)","",1,3,0.000,1,,,1,USD,2012-11-16 17:14:29.000000,233,2016-07-26 14:55:25.000000,233
305,805b4203-7e97-4175-b1e3-28941f18b097,"BF GBP 5,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,160.000,151,,,1,GBP,2020-10-01 12:23:31.000000,66651,,
116,49d1cc3a-131a-4e5e-96b5-f5582041fd76,Sports & Action,115 songs,5,1,4.000,1,115,,0,GBP,2016-08-29 10:48:56.000000,,,
111,e3de8435-35f7-44a3-908f-0bd25172fb54,High School Seniors,115 songs,6,1,40.000,1,,,0,GBP,2016-08-29 10:48:56.000000,,,
78,0f826083-88d4-4a4b-b949-1084f3f6554c,"400,000 Monthly Plan","Custom 400,000 Plan",1,3,200.000,81,,,1,USD,2015-06-24 19:29:17.000000,27817,2016-07-26 14:50:13.000000,233
165,f8b2b1b6-2bef-44d3-ab9c-bd8f210ea0aa,Sports & Action,115 songs,6,1,60.000,1,,,0,CAD,2016-08-29 10:48:57.000000,,,
102,dd312d04-a176-482a-8267-2030745ab94f,"Plan 100,000",Ideal for studios that shoot A LOT!,1,1,34.000,6,101,,1,GBP,2016-08-29 10:48:56.000000,,,
14,19af74af-1f41-4cc7-a261-88012901d767,"Beta 30,000","",1,3,40.000,0,,,1,USD,2011-01-03 22:28:26.000000,2,2016-07-26 14:41:52.000000,233
169,a2bfb690-3ba6-42fb-ada6-9ce9b0ac9dcf,"Plan 1,500",Beginner,1,1,14.000,2,168,,1,AUD,2016-08-29 10:48:57.000000,,,
191,cf63ef3a-a6e3-4844-bdca-2e8e994ef0a0,Sports & Action,115 songs,5,1,7.000,1,190,,0,AUD,2016-08-29 10:48:58.000000,,,
289,4b0fcd4c-fc51-41ed-8e82-cbbb17fbcb44,BF CAD Unlimited Yearly,This is a special plan created for Black Friday 2020.,8,2,650.000,255,,,1,CAD,2020-09-30 13:11:51.000000,66651,,
112,2bdeb768-e57c-489e-b58e-cdd5da42f54d,High School Seniors,115 songs,5,1,4.000,1,111,,0,GBP,2016-08-29 10:48:56.000000,,,
82,5faaa925-ec22-4701-88a7-d0ece43bce7a,ShootQ Internal,Internal ShootQ testing,1,3,0.000,1,,,1,USD,2015-09-02 20:58:35.000000,233,2016-07-26 14:51:13.000000,233
115,ce2de9fe-5359-470c-a250-14e97b9cc699,Sports & Action,115 songs,6,1,40.000,1,,,0,GBP,2016-08-29 10:48:56.000000,,,
322,0c04b48c-f0c9-4041-8b75-e93e0c76166f,"BF EURO 100,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,40.000,255,,,1,EUR,2020-10-01 12:40:56.000000,66651,,
43,c475c8fb-b5a1-40a6-83eb-a94a4db4e7f5,"100,000 Custom Plan","",1,3,75.000,44,,,1,USD,2013-10-25 19:44:40.000000,234,2016-07-26 14:40:43.000000,233
161,40a39f15-7c13-40d0-baa3-aa7b58f2af60,High School Seniors,115 songs,6,1,60.000,1,,,0,CAD,2016-08-29 10:48:57.000000,,,
233,00331130-50a5-4b2e-82b6-a6a3b3641161,"200,000 Monthly Plan","200,000 monthly photo plan for volume studios in Brazil",1,2,60.000,102,,,1,USD,2018-05-30 11:53:58.000000,27817,,
194,c56f8e28-3eec-4d9d-acf8-94300f937655,"1,250,000 Monthly Plan",For volume photographers,1,2,625.000,99,,,1,USD,2017-02-27 20:25:50.000000,27817,,
128,4120c819-926b-4608-be55-6850eb1ab9ff,Unlimited - 1 Photographer,Wedding Pro,8,1,450.000,3,,,1,EUR,2016-08-29 10:48:56.000000,,2017-09-08 14:46:23.000000,233
205,2bf281fe-ed93-4379-8238-32ed067ee9a8,"Plan 100,000",Ideal for studios that shoot A LOT!,1,1,30.000,6,204,,1,USD,2017-03-27 15:41:35.000000,,,
39,f973f96f-5211-48c8-8a65-7f7c9ca0d95b,Plan 750,"",1,3,5.000,1,,,1,USD,2013-06-01 23:42:08.000000,233,2016-07-26 14:48:30.000000,233
282,10dc6614-ea2b-4a3d-9f04-5045e8249489,"BF CAD 25,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,36.000,200,,,1,CAD,2020-09-30 13:06:05.000000,66651,,
259,ca4e7a16-95ff-4138-ac44-a72a134fcfd3,"1,000,000 Yearly Plan","1,000,000 yearly photo plan for volume studios",3,2,5000.000,138,,,1,USD,2019-02-05 20:32:11.000000,27817,2019-02-05 20:33:25.000000,27817
132,0ca6b11d-0759-40b9-b382-02ec3a18cbd4,Weddings & Love,115 songs,6,1,50.000,1,,,0,EUR,2016-08-29 10:48:56.000000,,,
90,5bc80d29-b54e-493e-b222-2ad0852a0b22,"Affiliate 25,000","",1,2,0.000,0,,,1,USD,2016-06-07 19:20:04.000000,234,,
323,d9d063be-b782-4206-bd11-1e51f3f809be,"BF EURO 100,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,400.000,255,,,1,EUR,2020-10-01 12:41:43.000000,66651,,
311,97351ae7-01a3-48d1-87d9-d30a14e086ad,"BF GBP 100,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,340.000,255,,,1,GBP,2020-10-01 12:29:05.000000,66651,,
297,5c64edda-65d3-4876-80ea-1f8c2cd23a00,"BF AUD 50,0000 Yearly",This is a special plan created for Black Friday 2020.,3,2,550.000,251,,,1,AUD,2020-10-01 12:08:07.000000,66651,,
300,18335886-85b3-4145-80c3-6197714e0a1c,BF AUD Unlimited Monthly,This is a special plan created for Black Friday 2020.,7,2,68.000,255,,,1,AUD,2020-10-01 12:09:56.000000,66651,,
89,be6dac72-28d1-4d63-a451-54badfd45664,Tave - Internal,Tave employees,7,2,0.000,1,,,1,USD,2016-03-22 19:29:02.000000,233,,
245,208fc867-3602-477a-a9bb-cd6be037df47,"Bethany Howarth Photography Plan 5,000","2nd account for Bethany to invoice in New Zealand.  She has business in the UK as well, and needs the ability to invoice separately in each country.",1,2,0.000,157,,,1,AUD,2018-11-05 12:38:06.000000,27817,,
86,0b8f8ede-48be-4934-ab53-e5d095a7150d,"Plan 700,000 for Eivan's",Eivan's,3,2,1400.000,31,,,1,USD,2015-11-05 20:05:08.000000,234,2019-02-05 20:20:07.000000,27817
201,d2a283d3-384b-4cb8-9880-d502b7d9a86c,"Plan 25,000",Emerging Pro,1,1,15.000,4,200,,1,USD,2017-03-27 15:41:34.000000,,,
53,77deb7c2-5849-4a0f-887c-ab22d87844c4,Weddings & Love,115 songs,6,1,50.000,1,,,0,USD,2014-02-23 19:53:39.000000,233,,
99,bf50a81d-29ef-4d26-8ba9-61f548a6ceaa,"Plan 50,000","",3,1,300.000,4,,,1,GBP,2016-08-29 10:48:56.000000,,,
4,ab9b9493-3a80-4990-b29d-ba65e490e329,"Plan 10,000","",1,3,120.000,4,,,1,USD,2010-06-03 22:01:17.000000,,2016-07-26 14:40:21.000000,233
59,882dcb34-0370-40a0-8ecb-995416388b63,Weddings & Love,115 songs,5,1,5.000,1,53,,0,USD,2014-02-23 19:59:35.000000,233,2014-02-23 20:10:01.000000,233
312,9712e09e-71ab-4bbf-81b7-06d387e85ab2,BF GBP Unlimited Monthly,This is a special plan created for Black Friday 2020.,7,2,38.000,255,,,1,GBP,2020-10-01 12:29:35.000000,66651,,
147,36892f88-8ad7-4bc4-88e3-6473c7476d9a,"Plan 25,000","",3,1,360.000,3,,,1,CAD,2016-08-29 10:48:57.000000,,2019-07-29 16:33:53.000000,27817
83,1822b6db-b6c2-4e8e-88b5-a669165396b6,"200,000 Monthly Plan","200,000 Photos",1,3,100.000,88,,,0,USD,2015-09-10 19:55:32.000000,234,2016-07-26 14:47:51.000000,233
105,926685b5-03a6-4a21-93ae-016898f68b33,Ultimate (all songs),All Triple Scoop Music songs,6,1,80.000,1,,,0,GBP,2016-08-29 10:48:56.000000,,,
117,452997d1-fcda-4fd5-85ce-b5b488b79165,Free Plan,Test the Waters,1,1,0.000,1,,,0,EUR,2016-08-29 10:48:56.000000,,,
140,d0955a01-de88-45ad-8d3d-e4e1d85ada06,Sports & Action,115 songs,6,1,50.000,1,,,0,EUR,2016-08-29 10:48:57.000000,,,
48,23771b34-d893-4c23-acbb-99bfbfac9fdd,"Plan 100,000",Ideal for studios that shoot A LOT!,1,1,50.000,6,49,,1,USD,2013-11-21 20:54:57.000000,233,2014-01-28 20:42:33.000000,234
60,bf359f39-05c7-434e-a565-e31fdee9fd39,"Babies, Kids & Family",115 songs,5,1,5.000,1,54,,0,USD,2014-02-23 20:00:23.000000,233,2014-02-23 20:10:12.000000,233
11,71598e75-1486-4863-8f7f-6ca4c2618c07,Internal-Free-25K,"",1,2,0.000,0,,,1,USD,2010-11-16 02:06:35.000000,2,2016-01-12 18:42:06.000000,234
218,b0661ba2-f37f-43a1-91e6-3ac6bc568723,Sports & Action,115 songs,6,1,30.000,1,,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:11:58.000000,234
321,e9b990dd-af07-4eca-a74d-9afa8b30c4d1,"BF EURO 50,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,360.000,251,,,1,EUR,2020-10-01 12:40:08.000000,66651,,
202,09f7c216-d0d2-4563-b82a-fc7355acd1cc,"Plan 50,000","",3,1,250.000,4,,,1,USD,2017-03-27 15:41:35.000000,,,
54,c9263827-9bef-4dcf-9f1b-bbe03a654e6f,"Babies, Kids & Family",115 songs,6,1,50.000,50,,,0,USD,2014-02-23 19:54:30.000000,233,2014-02-23 19:54:35.000000,233
207,ff94f926-922b-4a5d-adbb-bb846063d767,Unlimited - 1 Photographer,Wedding Pro,7,1,40.000,1,206,,1,USD,2017-03-27 15:41:35.000000,,,
190,9e263307-db3c-4b94-bb6e-576305c6b482,Sports & Action,115 songs,6,1,70.000,1,,,0,AUD,2016-08-29 10:48:58.000000,,,
213,54fc19a9-c79a-4751-8dfa-9303efd5da93,"Babies, Kids & Family",115 songs,5,1,3.000,1,212,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:09:33.000000,234
131,c3dd2afb-a9e0-4047-9128-061dcbc29817,Ultimate (all songs),All songs,5,1,10.000,1,130,,0,EUR,2016-08-29 10:48:56.000000,,,
210,7b991c66-fd29-4ebb-a314-0ddf16b914ef,Weddings & Love,115 songs,6,1,30.000,1,,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:11:15.000000,234
268,23351086-654d-4558-9112-f1688d201544,"BF USD 5,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,20.000,250,,,1,USD,2020-09-30 12:33:04.000000,66651,,
51,70b2c113-87ea-4112-97a8-e62ede9d60bc,"250,000 Monthly Plan","250,000 Monthly Plan",1,2,125.000,50,,,1,USD,2014-02-21 01:12:59.000000,234,2014-02-21 01:14:46.000000,234
35,3603ae70-8807-47dc-84a6-092405ccf56f,"Plan 10,000","",3,3,300.000,22,,,1,USD,2013-04-03 17:48:37.000000,234,2016-07-26 14:44:53.000000,233
57,c56230cc-a6ea-45ba-9a6b-f1df8ccedccc,Sports & Action,115 songs,6,1,50.000,1,,,0,USD,2014-02-23 19:57:34.000000,233,,
91,00205bb4-5195-4e55-8485-cb9f51df48a6,Affiliate Unlimited,"",7,2,0.000,0,,,1,USD,2016-06-07 19:28:29.000000,234,2016-06-07 19:28:55.000000,234
150,cebebd30-7a34-43b9-a8dc-93b5a63bbe9a,"Plan 50,000",Full-Time Studio,1,1,50.000,5,149,,1,CAD,2016-08-29 10:48:57.000000,,,
248,c4cde433-7fcc-4171-81d9-314dbb04a759,"700,000 Monthly Plan",For volume photographers,1,2,350.000,101,,,1,USD,2019-02-05 19:35:48.000000,27817,,
101,258dde19-f083-4943-9e20-8ac2b6b3f23f,"Plan 100,000","",3,1,340.000,5,,,1,GBP,2016-08-29 10:48:56.000000,,,
212,b38ed587-ed68-4111-a47a-6036ed8295c6,"Babies, Kids & Family",115 songs,6,1,30.000,50,,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:11:29.000000,234
179,848960e7-84ab-48f3-959f-b236bf2a9c0a,Unlimited - 1 Photographer,Wedding Pro,7,1,68.000,1,178,,1,AUD,2016-08-29 10:48:57.000000,,,
13,8d94d100-1b42-4bc0-9a0f-f474322fa2da,"Beta 6,500","Beta users 6,500 photo plan",1,3,20.000,0,,,1,USD,2010-12-31 17:28:09.000000,2,2016-07-26 14:48:44.000000,233
278,f21bb50b-6693-43bd-827c-c6bef3e3274f,"BF CAD 1,500 Monthly",This is a special plan created for Black Friday 2020.,1,2,12.000,100,,,1,CAD,2020-09-30 13:03:11.000000,66651,,
21,2b5cf8a3-66a1-4657-a671-286285e1bec5,"Plan 5,000","",3,1,200.000,2,,,1,USD,2011-08-07 16:55:13.000000,233,2013-08-28 14:13:40.000000,233
79,4307d315-c01c-46fb-ae94-a252d3c58719,$0.15 Storage Plan No Minimum,"",4,3,0.150,3,,,0,USD,2015-07-07 16:16:46.000000,234,2016-07-26 14:44:36.000000,233
34,146032c6-ad1a-4f8e-9a4d-fbdf5f5639a7,Magic Hour Foundation,"",3,2,0.000,30,,,1,USD,2013-01-29 17:26:42.000000,234,2013-09-21 14:15:03.000000,234
219,dad3e25a-5381-4ca7-92b5-5c16e19672ab,Sports & Action,115 songs,5,1,3.000,1,218,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:09:48.000000,234
320,0b7296cd-232b-41da-9534-f1c699955c2f,"BF EURO 50,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,36.000,250,,,1,EUR,2020-10-01 12:39:11.000000,66651,,
85,17da5f95-3cf5-4ddd-afa4-0b1a990eae7b,"600,000 Monthly Plan",For volume photographers,1,3,300.000,95,,,1,USD,2015-10-14 16:12:33.000000,27817,2016-07-26 14:45:06.000000,233
221,ce087c06-2cd3-4502-ade1-3372f7d10719,"1,500,000 Monthly Plan",For volume photographers,1,2,750.000,99,,,1,USD,2017-05-21 01:26:53.000000,27817,2017-05-21 01:27:58.000000,27817
222,5860515b-3faa-4449-adea-42201cc15f53,"200,000 Monthly Plan","200,000 monthly photo plan for volume studios",1,2,100.000,101,,,1,USD,2017-07-31 12:48:07.000000,27817,2019-02-05 19:46:29.000000,27817
225,d9781d26-e2fa-4fb1-88a2-64bea7b55ebd,WalkMe - Testing Unlimited plan,Unlimited plan test account for WalkMe,7,2,0.000,8,,,1,USD,2017-11-13 20:19:54.000000,27817,2017-11-13 20:21:44.000000,27817
29,ed298160-043d-4ac8-88e6-2af3ffcb0764,"Plan 30,000","",3,3,500.000,10,,,1,USD,2012-08-08 22:40:29.000000,234,2016-07-26 14:43:54.000000,233
49,febf54c7-14df-4509-abb5-fd99719ab0a0,"Plan 100,000","",3,1,500.000,5,,,1,USD,2013-11-21 20:55:50.000000,233,2013-11-22 13:29:58.000000,233
77,cd9ecae5-8ae4-4171-9b3d-14cefc6d6506,$0.325 Storage Plan,"",4,3,0.325,80,,60.00,1,USD,2015-04-29 18:21:21.000000,234,2016-07-26 14:47:17.000000,233
246,523c6cd6-8a5b-46e0-ac02-3721eb5103a7,"300,000 Monthly Plan",For volume photographers,1,2,150.000,198,,,1,USD,2018-11-08 14:14:36.000000,27817,,
277,70dd7c7f-0111-40de-8661-9b431adf30bb,BF USD Unlimited Yearly,This is a special plan created for Black Friday 2020.,8,2,600.000,255,,,1,USD,2020-09-30 12:52:10.000000,66651,2020-09-30 13:06:51.000000,66651
254,1b373531-3e5e-4989-bff6-41ab63eae0fb,"500,000 Yearly Plan","500,000 yearly photo plan for volume studios",3,2,2500.000,116,,,1,USD,2019-02-05 20:13:09.000000,27817,,
55,2162525c-60bf-40b0-addd-b51d66425064,High School Seniors,115 songs,6,1,50.000,1,,,0,USD,2014-02-23 19:55:33.000000,233,2014-02-23 19:55:40.000000,233
307,1337120f-c695-4617-bf50-433192d8347f,"BF GBP 25,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,240.000,201,,,1,GBP,2020-10-01 12:24:33.000000,66651,2020-10-01 12:25:07.000000,66651
231,be993750-ce04-4cac-9081-f8ff5cf489f4,Unlimited - 7 Photographers,Unlimited plan for 7 total photographers,8,2,1600.000,90,,,1,USD,2018-05-09 12:09:51.000000,27817,,
44,9614558a-1ff4-4862-982a-0c185de1811b,"100,000 Custom Plan","",3,3,600.000,50,,,1,USD,2013-11-07 02:14:55.000000,234,2016-07-26 14:45:40.000000,233
279,54147240-8e28-4c56-a222-2a15061d5e6a,"BF CAD 1,500 Yearly",This is a special plan created for Black Friday 2020.,3,2,120.000,101,,,1,CAD,2020-09-30 13:03:58.000000,66651,,
155,1a896892-a45f-44a8-9d73-e23fa085d238,Ultimate (all songs),All Triple Scoop Music songs,6,1,120.000,1,,,0,CAD,2016-08-29 10:48:57.000000,,,
274,53441485-c5e8-4f4d-bf8c-32e3826a58f2,"BF USD 100,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,50.000,255,,,1,USD,2020-09-30 12:48:16.000000,66651,,
75,fc9d4d59-e785-4228-885c-d0c99820af6b,"300,000 Monthly Plan","Custom 300,000 Plan",1,3,150.000,65,,,1,USD,2015-01-14 16:03:16.000000,234,2016-07-26 14:50:01.000000,233
28,2cab77d0-0467-47c5-8e0c-ad619674d508,5500 Custom Plan,"",1,3,24.000,0,,,1,USD,2012-06-29 18:57:58.000000,235,2016-07-26 14:49:45.000000,233
25,4a771172-43aa-4ba5-b047-9136741b0676,"Custom 10,000","",1,3,32.000,1,,,1,USD,2012-01-25 14:47:02.000000,234,2016-07-26 14:49:32.000000,233
301,a202add0-b94a-495e-b29c-2a30939cfbfe,BF AUD Unlimited Yearly,This is a special plan created for Black Friday 2020.,8,2,680.000,255,,,1,AUD,2020-10-01 12:10:32.000000,66651,,
145,233dd569-8676-4ab0-b46e-0f257a7f6c1d,"Plan 5,000","",3,1,240.000,2,,,1,CAD,2016-08-29 10:48:57.000000,,2019-07-29 16:33:35.000000,27817
118,6ef5e1f7-b8e5-48cc-9762-e2d2f6a41754,"Plan 1,500","",3,1,90.000,1,,,1,EUR,2016-08-29 10:48:56.000000,,,
109,cd4bb0f8-57dc-4845-8675-348f18bc52ad,"Babies, Kids & Family",115 songs,6,1,40.000,50,,,0,GBP,2016-08-29 10:48:56.000000,,,
100,c048af91-5589-45b0-bb2e-5af245639170,"Plan 50,000",Full-Time Studio,1,1,30.000,5,99,,1,GBP,2016-08-29 10:48:56.000000,,,
182,ff7c62a9-8c1b-41a2-b38b-05ff8f4109bb,Weddings & Love,115 songs,6,1,70.000,1,,,0,AUD,2016-08-29 10:48:57.000000,,,
52,175e9281-6a21-4629-bc17-5f97cd27b671,Ultimate (all songs),All Triple Scoop Music songs,6,1,100.000,1,,,0,USD,2014-02-23 19:52:19.000000,233,2015-02-18 19:10:19.000000,48172
71,f60b9611-e31d-4e71-8842-cd9d2fa4f167,Unlimited - 3 Photographers,Unlimited Photos,7,3,80.000,2,,,1,USD,2014-11-05 03:13:45.000000,234,2016-07-26 14:46:46.000000,233
223,eecac9f9-ad49-47f8-9381-15ea4ac8bdbc,"Plan 1,250,000 - Eivan's",Eivan's,3,2,2500.000,116,,,1,USD,2017-10-04 20:08:08.000000,27817,,
103,c8adbe28-24c5-4e06-bb96-38bdcd72852e,Unlimited - 1 Photographer,Wedding Pro,8,1,380.000,3,,,1,GBP,2016-08-29 10:48:56.000000,,2017-09-08 14:46:06.000000,233
226,bb673de5-abce-48f2-853f-b2e0166e024a,"WalkMe - Testing Custom 250,000 plan",Custom plan for testing WalkMe,1,2,0.000,12,,,1,USD,2017-11-13 20:25:15.000000,27817,,
314,4083e07c-fa44-4f37-94f3-fbbe5bab618a,"BF EURO 1,500 Monthly",This is a special plan created for Black Friday 2020.,1,2,9.000,100,,,1,EUR,2020-10-01 12:33:24.000000,66651,,
171,f0722b8d-7709-4e1f-8b65-0c2aea88d7a1,"Plan 5,000",Small Studio,1,1,28.000,3,170,,1,AUD,2016-08-29 10:48:57.000000,,,
262,087ba013-b541-4f12-b42a-69d6d1d28eae,Internal-Free-100K,"",1,2,0.000,181,,,1,USD,2019-08-09 12:23:18.000000,27817,,
296,74778be1-3373-4287-a920-18c778fc1198,"BF AUD 50,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,55.000,250,,,1,AUD,2020-10-01 12:07:23.000000,66651,,
50,151f2fb7-9239-4804-be3b-a2e5ccc2c653,HCPro - Admin,"",1,3,0.000,1,,,1,USD,2013-12-14 01:54:27.000000,233,2016-07-26 14:55:06.000000,233
133,40fe2463-cce1-4cd4-8183-60398cbc7236,Weddings & Love,115 songs,5,1,5.000,1,132,,0,EUR,2016-08-29 10:48:56.000000,,,
135,5d2094a0-aed7-4d53-9cb7-2a22a81e20d5,"Babies, Kids & Family",115 songs,5,1,5.000,1,134,,0,EUR,2016-08-29 10:48:57.000000,,,
294,faff9b4b-e50b-4a81-a693-bfc609355494,"BF AUD 25,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,42.000,200,,,1,AUD,2020-10-01 12:06:11.000000,66651,,
236,7660daef-7d7a-43bd-9204-14bee1f696e4,"200,000 Monthly Plan","200,000 monthly photo plan for volume studios",1,2,68.000,225,,,1,GBP,2018-06-07 14:53:01.000000,27817,,
66,fea40a12-acff-49ae-8787-a1eaad0accea,$0.15 Storage Plan,"",4,2,0.150,2,,60.00,1,USD,2014-05-20 17:15:00.000000,234,2015-04-29 18:21:45.000000,234
88,3dcfdf59-e725-4a69-8388-2c1296590d1c,Doug Gordon Unlimited,Doug Gordon Unlimited,7,3,0.000,110,,,1,USD,2015-12-18 11:55:02.000000,234,2016-07-26 14:51:33.000000,233
251,2d042feb-0ec1-42c3-a1e0-475b42c4ea5a,"200,000 Yearly Plan","200,000 yearly photo plan for volume studios",3,2,1000.000,115,,,1,USD,2019-02-05 19:50:55.000000,27817,,
180,dcf0819b-fc85-4bb3-8ef0-737f90fc792a,Ultimate (all songs),All Triple Scoop Music songs,6,1,140.000,1,,,0,AUD,2016-08-29 10:48:57.000000,,,
215,052594a4-7407-4850-a452-c0e41b28087c,High School Seniors,115 songs,5,1,3.000,1,214,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:10:23.000000,234
98,8f78b36e-d0a5-4c46-8b7c-92a6e6d81ba2,"Plan 25,000",Emerging Pro,1,1,24.000,4,97,,1,GBP,2016-08-29 10:48:56.000000,,,
70,14f6e5cf-82a3-4ad5-97b3-ec4df661b097,Unlimited - 1 Photographer,Wedding Pro,7,1,60.000,1,72,,1,USD,2014-11-04 14:30:32.000000,233,2016-08-26 11:43:33.000000,233
159,50763e24-2b23-47a4-99ed-a8a38ced4eec,"Babies, Kids & Family",115 songs,6,1,60.000,50,,,0,CAD,2016-08-29 10:48:57.000000,,,
20,70ee526e-f1e2-4bb3-a593-55111964c55d,"Plan 1,500","",3,1,100.000,1,,,1,USD,2011-08-07 16:54:30.000000,233,2013-08-28 14:13:34.000000,233
45,bcb63c43-9dd0-41c2-9ce9-57f9e4748770,Becker,Becker,3,3,0.000,61,,,1,USD,2013-11-08 04:17:26.000000,234,2016-07-26 14:55:46.000000,233
42,49225e37-ca71-4efe-8fe2-f355aa120b5c,Tessa Plan,"",7,3,0.000,1,,0.00,1,USD,2013-09-23 14:18:21.000000,233,2016-07-26 14:56:41.000000,233
208,47298fec-b1df-4d2f-9183-8dd786e4b083,Ultimate (all songs),All Triple Scoop Music songs,6,1,60.000,1,,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:10:59.000000,234
290,02764eaa-a54f-45c6-a9ba-26148a362f54,"BF AUD 1,500 Monthly",This is a special plan created for Black Friday 2020.,1,2,14.000,100,,,1,AUD,2020-10-01 12:03:33.000000,66651,,
302,b48a3af7-e3f1-422d-87c5-9a4cfc1134d1,"BF GBP 1,500 Monthly",This is a special plan created for Black Friday 2020.,1,2,8.000,100,,,1,GBP,2020-10-01 12:21:38.000000,66651,,
272,cb06ed8a-d705-4783-9f2f-014c7dd97a0e,"BF USD 50,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,40.000,255,,,1,USD,2020-09-30 12:45:34.000000,66651,,
119,104e8410-b150-420b-9503-6d67dd7126ed,"Plan 1,500",Beginner,1,1,9.000,2,118,,1,EUR,2016-08-29 10:48:56.000000,,,
241,0c487605-4214-44b7-b9d2-9abd341a7559,"500,000 Monthly Plan","500,000 monthly photo plan for volume studios in Brazil",1,2,150.000,151,,,1,USD,2018-09-26 15:03:22.000000,27817,,
27,b2d61539-30b5-4139-a861-c5fa7ede6e00,"Custom Plan 100,000","100,000 Photo Custom Plan",1,3,65.000,0,,,1,USD,2012-03-12 21:40:38.000000,235,2016-07-26 14:47:01.000000,233
93,41766f7c-1d68-4ba2-9d01-413278c62d66,"Plan 1,500","",3,1,80.000,1,,,1,GBP,2016-08-29 10:48:56.000000,,,
41,5dd2e2f8-7dee-4510-a0b5-19755cf670c9,Gold Hope Project,"100,000 Photos",3,2,0.000,25,,,1,USD,2013-09-20 20:50:49.000000,234,,
264,28f793de-5885-4cee-a967-dec387a398df,Jared Gant - Custom Unlimited,Unlimited - Monthly,7,2,34.000,218,,,1,USD,2020-04-29 20:05:28.000000,184065,,
319,e30b2994-f6f1-4ff6-85e7-7ef8d003e3f9,"BF EURO 25,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,270.000,201,,,1,EUR,2020-10-01 12:38:13.000000,66651,,
214,efca64e3-189f-4a6a-812d-f41264587b2c,High School Seniors,115 songs,6,1,30.000,1,,,0,USD,2017-03-27 15:41:35.000000,,2017-10-12 13:11:43.000000,234
67,837f74e1-ab56-4e2f-a922-85bb08164a24,NILMDTS,free plan for https://www.nowilaymedowntosleep.org/,3,2,0.000,67,,,1,USD,2014-06-30 18:05:51.000000,234,2019-02-19 15:58:50.000000,27817
38,8d002155-7347-48d7-9e8e-7fe7549d6513,"ProDPI - Admin (15,000)","",3,3,0.000,40,,,1,USD,2013-05-07 20:22:15.000000,234,2016-07-26 14:56:03.000000,233
157,011c50ae-f089-4bab-9cad-eae30d231d8b,Weddings & Love,115 songs,6,1,60.000,1,,,0,CAD,2016-08-29 10:48:57.000000,,,
188,0fc82f9c-7b7c-4a2c-a790-d78d77fc187d,Boudoir & Fashion,115 songs,6,1,70.000,1,,,0,AUD,2016-08-29 10:48:57.000000,,,
280,ac42b150-8c7f-457c-84e7-873e41e51702,"BF CAD 5,000 Monthly",This is a special plan created for Black Friday 2020.,1,2,24.000,150,,,1,CAD,2020-09-30 13:04:36.000000,66651,,
309,8021c0e6-58ab-4b58-92f3-38b3c70f5ce6,"BF GBP 50,000 Yearly",This is a special plan created for Black Friday 2020.,3,2,300.000,251,,,1,GBP,2020-10-01 12:26:20.000000,66651,,
263,49764110-0182-4a9b-aab9-4b5ce4ccc370,"300,000 Monthly Plan",For volume photographers in Australia,1,2,183.000,79,,,1,AUD,2019-11-27 16:17:04.000000,27817,,
97,73bb8a72-9a2d-4eb4-a156-e1a64ae9a58f,"Plan 25,000","",3,1,240.000,3,,,1,GBP,2016-08-29 10:48:56.000000,,,
62,910f1d96-9136-4ebd-8a6a-3311ad20e190,Boudoir & Fashion,115 songs,5,1,5.000,1,56,,0,USD,2014-02-23 20:02:14.000000,233,2014-02-23 20:10:29.000000,233
